$V02
1684812000,A,21.031537,105.780314,28100,55,-1,91,34,0,0,0,0
1684812002,A,21.031531,105.780320,13000,194,0,88,33,0,0,0,0
1684812004,A,21.031512,105.780316,14100,166,2,86,41,0,0,0,0
1684812005,A,21.031506,105.780318,14600,27,0,91,35,0,0,0,0
1684812007,A,21.031510,105.780300,14600,0,0,88,40,0,0,0,0
1684812008,A,21.031512,105.780296,14600,0,0,86,40,0,0,0,0
1684812010,A,21.031512,105.780292,14600,0,2,87,45,0,0,0,0
1684812011,A,21.031511,105.780290,14600,27,1,94,28,0,0,0,0
1684812012,A,21.031514,105.780277,27500,0,2,88,38,0,0,0,0
1684812014,A,21.031515,105.780275,27500,0,0,90,35,0,0,0,0
1684812015,A,21.031515,105.780275,27500,0,3,88,37,0,0,0,0
1684812017,A,21.031515,105.780274,27500,0,3,88,38,0,0,0,0
1684812018,A,21.031514,105.780273,27500,0,0,87,35,0,0,0,0
1684812020,A,21.031514,105.780272,27500,0,2,88,41,0,0,0,0
1684812021,A,21.031516,105.780270,27500,0,1,87,37,0,0,0,0
1684812022,A,21.031518,105.780268,27500,0,2,89,38,0,0,0,0
1684812024,A,21.031519,105.780268,27500,0,2,85,44,0,0,0,0
1684812025,A,21.031514,105.780268,27500,55,0,89,43,0,0,0,0
1684812027,A,21.031505,105.780265,27500,55,3,91,36,0,0,0,0
1684812028,A,21.031501,105.780264,27500,0,2,85,44,0,0,0,0
1684812030,A,21.031502,105.780262,27500,0,5,81,45,0,0,0,0
1684812031,A,21.031510,105.780227,27800,166,2,91,34,0,0,0,0
1684812033,A,21.031520,105.780196,28200,138,0,87,41,0,0,0,0
1684812034,A,21.031530,105.780167,28300,138,0,96,28,0,0,0,0
1684812035,A,21.031533,105.780154,27600,111,0,89,37,0,0,0,0
1684812037,A,21.031535,105.780143,28000,0,0,89,39,0,0,0,0
1684812038,A,21.031535,105.780139,28000,83,9,82,44,0,0,0,0
1684812040,A,21.031535,105.780122,26500,83,-8,90,37,0,0,0,0
1684812041,A,21.031533,105.780107,27800,111,5,89,34,0,0,0,0
1684812043,A,21.031533,105.780090,28000,111,0,97,36,0,0,0,0
1684812044,A,21.031535,105.780075,29000,83,-5,89,39,0,0,0,0
1684812046,A,21.031539,105.780062,30100,83,6,87,39,0,0,0,0
1684812047,A,21.031546,105.780050,31100,111,0,91,41,0,0,0,0
1684812049,A,21.031559,105.780038,32200,55,-4,89,39,0,0,0,0
1684812050,A,21.031572,105.780028,32800,83,-1,88,42,0,0,0,0
1684812052,A,21.031585,105.780022,33200,55,2,92,28,0,0,0,0
1684812053,A,21.031587,105.780023,33200,0,-2,86,42,0,0,0,0
1684812055,A,21.031588,105.780024,33200,0,6,88,35,0,0,0,0
1684812056,A,21.031590,105.780024,33200,0,0,86,44,0,0,0,0
1684812058,A,21.031591,105.780024,33200,0,2,86,40,0,0,0,0
1684812059,A,21.031592,105.780023,33200,0,1,87,41,0,0,0,0
1684812060,A,21.031603,105.780022,35300,83,1,87,39,0,0,0,0
1684812062,A,21.031618,105.780022,35800,111,-2,82,47,0,0,0,0
1684812063,A,21.031636,105.780022,300,111,-4,87,41,0,0,0,0
1684812065,A,21.031661,105.780023,100,166,-1,90,32,0,0,0,0
1684812066,A,21.031684,105.780024,100,138,0,87,43,0,0,0,0
1684812068,A,21.031705,105.780025,300,138,0,89,41,0,0,0,0
1684812069,A,21.031729,105.780027,500,166,-2,85,38,0,0,0,0
1684812071,A,21.031761,105.780032,800,222,-2,91,38,0,0,0,0
1684812072,A,21.031791,105.780039,1200,222,-2,80,59,0,0,0,0
1684812074,A,21.031825,105.780049,1500,250,2,86,35,0,0,0,0
1684812075,A,21.031859,105.780058,1000,250,0,84,45,0,0,0,0
1684812077,A,21.031907,105.780065,800,361,-1,91,39,0,0,0,0
1684812078,A,21.031955,105.780072,800,333,0,88,41,0,0,0,0
1684812080,A,21.032004,105.780079,700,333,0,88,38,0,0,0,0
1684812081,A,21.032061,105.780088,700,388,-1,92,34,0,0,0,0
1684812082,A,21.032099,105.780092,500,388,1,84,48,0,0,0,0
1684812084,A,21.032150,105.780101,900,388,0,87,39,0,0,0,0
1684812085,A,21.032194,105.780115,1400,333,0,90,35,0,0,0,0
1684812087,A,21.032240,105.780124,1000,305,1,90,38,0,0,0,0
1684812088,A,21.032281,105.780131,1100,277,5,85,43,0,0,0,0
1684812090,A,21.032322,105.780139,1000,277,4,89,41,0,0,0,0
1684812091,A,21.032372,105.780145,800,333,1,84,43,0,0,0,0
1684812093,A,21.032428,105.780151,700,388,3,86,37,0,0,0,0
1684812094,A,21.032484,105.780159,900,416,-3,88,39,0,0,0,0
1684812096,A,21.032545,105.780170,1000,444,1,89,36,0,0,0,0
1684812097,A,21.032615,105.780181,900,472,0,85,42,0,0,0,0
1684812099,A,21.032683,105.780192,700,472,2,92,32,0,0,0,0
1684812100,A,21.032745,105.780200,900,444,3,87,38,0,0,0,0
1684812101,A,21.032788,105.780207,700,444,5,88,39,0,0,0,0
1684812103,A,21.032848,105.780216,800,416,1,88,31,0,0,0,0
1684812104,A,21.032904,105.780222,700,361,0,86,37,0,0,0,0
1684812106,A,21.032953,105.780228,700,333,0,87,39,0,0,0,0
1684812107,A,21.033002,105.780235,700,333,1,88,44,0,0,0,0
1684812109,A,21.033049,105.780242,800,333,0,82,39,0,0,0,0
1684812110,A,21.033094,105.780250,900,333,3,91,32,0,0,0,0
1684812112,A,21.033143,105.780256,600,333,-4,86,34,0,0,0,0
1684812113,A,21.033187,105.780263,1200,305,-6,91,36,0,0,0,0
1684812115,A,21.033235,105.780273,1200,361,-7,87,30,0,0,0,0
1684812116,A,21.033287,105.780282,1200,361,6,88,44,0,0,0,0
1684812118,A,21.033342,105.780296,1500,388,1,87,39,0,0,0,0
1684812119,A,21.033394,105.780309,1400,416,0,88,33,0,0,0,0
1684812121,A,21.033445,105.780322,1000,305,0,87,30,0,0,0,0
1684812122,A,21.033481,105.780332,1600,222,1,87,35,0,0,0,0
1684812124,A,21.033512,105.780340,1500,194,1,86,45,0,0,0,0
1684812125,A,21.033547,105.780349,1300,277,-2,89,41,0,0,0,0
1684812127,A,21.033590,105.780359,1300,277,-1,83,39,0,0,0,0
1684812128,A,21.033619,105.780365,1300,305,0,88,39,0,0,0,0
1684812129,A,21.033667,105.780377,1500,361,-1,89,38,0,0,0,0
1684812131,A,21.033715,105.780389,1400,333,-9,86,37,0,0,0,0
1684812132,A,21.033765,105.780401,1300,333,-1,86,44,0,0,0,0
1684812134,A,21.033819,105.780415,1500,444,1,86,43,0,0,0,0
1684812135,A,21.033884,105.780432,1400,500,-2,89,42,0,0,0,0
1684812137,A,21.033952,105.780448,1100,500,5,91,34,0,0,0,0
1684812138,A,21.034019,105.780463,1000,472,0,84,39,0,0,0,0
1684812140,A,21.034085,105.780475,1100,444,-3,85,37,0,0,0,0
1684812141,A,21.034148,105.780486,800,444,1,92,41,0,0,0,0
1684812143,A,21.034211,105.780498,800,444,-2,84,36,0,0,0,0
1684812144,A,21.034268,105.780507,900,416,2,89,37,0,0,0,0
1684812146,A,21.034324,105.780518,1000,416,-1,92,35,0,0,0,0
1684812147,A,21.034378,105.780526,800,361,-4,92,31,0,0,0,0
1684812149,A,21.034421,105.780533,800,277,-7,112,31,0,0,0,0
1684812150,A,21.034458,105.780539,1000,250,7,87,38,0,0,0,0
1684812151,A,21.034481,105.780543,1000,250,-3,86,39,0,0,0,0
1684812153,A,21.034520,105.780549,1100,277,-2,85,44,0,0,0,0
1684812154,A,21.034561,105.780557,1100,305,0,87,40,0,0,0,0
1684812156,A,21.034608,105.780566,900,333,0,90,35,0,0,0,0
1684812157,A,21.034655,105.780572,800,305,5,87,42,0,0,0,0
1684812159,A,21.034699,105.780576,200,305,12,84,43,0,0,0,0
1684812160,A,21.034748,105.780567,34300,388,-9,84,42,0,0,0,0
1684812162,A,21.034812,105.780551,35400,500,-9,88,39,0,0,0,0
1684812163,A,21.034886,105.780553,500,555,-4,87,44,0,0,0,0
1684812165,A,21.034966,105.780568,1200,611,-4,89,40,0,0,0,0
1684812166,A,21.035053,105.780588,1300,638,5,88,37,0,0,0,0
1684812168,A,21.035139,105.780609,1200,611,0,91,33,0,0,0,0
1684812169,A,21.035216,105.780629,1400,583,-2,85,38,0,0,0,0
1684812171,A,21.035295,105.780652,1500,583,0,87,36,0,0,0,0
1684812172,A,21.035372,105.780676,1700,555,0,88,38,0,0,0,0
1684812174,A,21.035447,105.780700,1600,555,2,87,38,0,0,0,0
1684812175,A,21.035523,105.780722,1300,555,5,84,41,0,0,0,0
1684812177,A,21.035603,105.780739,1200,583,8,92,34,0,0,0,0
1684812178,A,21.035676,105.780754,1000,500,2,91,33,0,0,0,0
1684812180,A,21.035744,105.780765,800,472,3,88,38,0,0,0,0
1684812181,A,21.035812,105.780776,900,500,0,89,38,0,0,0,0
1684812183,A,21.035879,105.780785,800,472,3,88,33,0,0,0,0
1684812184,A,21.035941,105.780787,35700,416,7,87,35,0,0,0,0
1684812186,A,21.035997,105.780777,34600,388,1,92,28,0,0,0,0
1684812187,A,21.036037,105.780760,33400,277,1,88,36,0,0,0,0
1684812189,A,21.036071,105.780734,31900,277,7,91,41,0,0,0,0
1684812190,A,21.036092,105.780710,31100,333,9,90,41,0,0,0,0
1684812191,A,21.036121,105.780667,30200,361,1,87,43,0,0,0,0
1684812193,A,21.036146,105.780619,29700,333,10,88,42,0,0,0,0
1684812194,A,21.036170,105.780579,29400,305,3,94,22,0,0,0,0
1684812196,A,21.036191,105.780540,29400,277,0,91,35,0,0,0,0
1684812197,A,21.036203,105.780517,29500,166,0,87,41,0,0,0,0
1684812199,A,21.036205,105.780513,30600,83,-3,83,42,0,0,0,0
1684812200,A,21.036202,105.780516,30600,0,0,90,35,0,0,0,0
1684812202,A,21.036185,105.780489,23600,222,9,84,45,0,0,0,0
1684812203,A,21.036150,105.780458,21200,333,13,93,40,0,0,0,0
1684812205,A,21.036103,105.780435,19600,361,7,87,32,0,0,0,0
1684812206,A,21.036056,105.780422,18900,333,-1,88,40,0,0,0,0
1684812208,A,21.036008,105.780411,18800,333,-2,87,38,0,0,0,0
1684812209,A,21.035979,105.780403,18600,0,-2,91,40,0,0,0,0
1684812211,A,21.035978,105.780401,18600,0,0,88,39,0,0,0,0
1684812212,A,21.035977,105.780400,18600,0,2,92,30,0,0,0,0
1684812214,A,21.035946,105.780395,18600,0,2,89,38,0,0,0,0
1684812215,A,21.035934,105.780393,19000,222,7,76,38,0,0,0,0
1684812217,A,21.035888,105.780386,18800,305,7,88,38,0,0,0,0
1684812218,A,21.035885,105.780387,18800,0,0,93,33,0,0,0,0
1684812220,A,21.035861,105.780384,18600,250,0,88,38,0,0,0,0
1684812221,A,21.035821,105.780378,18600,277,0,82,42,0,0,0,0
1684812222,A,21.035790,105.780374,18500,333,-1,87,31,0,0,0,0
1684812224,A,21.035741,105.780370,18000,277,-2,87,36,0,0,0,0
1684812225,A,21.035701,105.780369,18100,277,-1,86,43,0,0,0,0
1684812227,A,21.035658,105.780367,18200,305,-2,87,43,0,0,0,0
1684812228,A,21.035608,105.780365,18100,388,-5,89,41,0,0,0,0
